filename,Event Number,events_in_day(day|event),time_rel(sec),time_abs(sec),Filter_low_freq_point,Filter_high_freq_point,label
xa.s12.00.mhz.1973-01-31HR00_evid00091,289,43 | 2,20756,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,290,43 | 3,26715,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,291,43 | 4,28370,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,292,43 | 5,30876,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,293,43 | 6,31396,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,294,43 | 7,32456,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,295,43 | 8,34589,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,296,43 | 9,35689,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,297,43 | 10,36798,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,298,43 | 11,37350,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,299,43 | 12,39550,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,300,43 | 13,44436,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,301,43 | 14,47088,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,302,43 | 15,48630,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,303,43 | 16,59496,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,304,43 | 17,65124,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,305,43 | 18,67685,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,306,43 | 19,74435,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,307,43 | 20,77161,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,308,43 | 21,77745,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,309,43 | 22,78248,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,310,43 | 23,82601,0,0.8,1,0
xa.s12.00.mhz.1973-01-31HR00_evid00091,311,43 | 24,84215,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,312,44 | 0,905,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,313,44 | 1,26181,0,0.8,1,1
xa.s12.00.mhz.1973-03-01HR00_evid00093,314,44 | 2,33322,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,315,44 | 3,35518,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,316,44 | 4,38755,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,317,44 | 5,45729,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,318,44 | 6,46816,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,319,44 | 7,49499,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,320,44 | 8,50628,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,321,44 | 9,51097,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,322,44 | 10,51655,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,323,44 | 11,52178,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,324,44 | 12,54321,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,325,44 | 13,55397,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,326,44 | 14,57028,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,327,44 | 15,57498,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,328,44 | 16,59187,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,329,44 | 17,60211,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,330,44 | 18,61299,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,331,44 | 19,62935,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,332,44 | 20,64026,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,333,44 | 21,64672,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,334,44 | 22,65655,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,335,44 | 23,67244,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,336,44 | 24,68426,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,337,44 | 25,69412,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,338,44 | 26,70518,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,339,44 | 27,71049,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,340,44 | 28,71630,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,341,44 | 29,73199,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,342,44 | 30,74264,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,343,44 | 31,74830,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,344,44 | 32,76461,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,345,44 | 33,76967,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,346,44 | 34,79173,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,347,44 | 35,80284,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,348,44 | 36,80859,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,349,44 | 37,82335,0,0.8,1,0
xa.s12.00.mhz.1973-03-01HR00_evid00093,350,44 | 38,83622,0,0.8,1,0
xa.s12.00.mhz.1973-03-13HR00_evid00094,351,45 | 0,28820,0,0.8,1,1
xa.s12.00.mhz.1973-03-24HR00_evid00097,352,46 | 0,69810,0,0.8,1,1
xa.s12.00.mhz.1973-05-14HR00_evid00104,353,47 | 0,2617,0,0.8,1,1
xa.s12.00.mhz.1973-05-14HR00_evid00104,354,47 | 1,7352,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,355,47 | 2,8324,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,356,47 | 3,8698,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,357,47 | 4,8992,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,358,47 | 5,28552,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,359,47 | 6,35442,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,360,47 | 7,57067,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,361,47 | 8,60933,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,362,47 | 9,62039,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,363,47 | 10,75282,0,0.8,1,0
xa.s12.00.mhz.1973-05-14HR00_evid00104,364,47 | 11,76660,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,365,48 | 2,4010,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,366,48 | 6,9529,0,0.8,1,1
xa.s12.00.mhz.1973-06-05HR00_evid00107,367,48 | 9,17155,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,368,48 | 10,19278,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,369,48 | 24,35997,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,370,48 | 27,39677,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,371,48 | 28,40237,0,0.8,1,1
xa.s12.00.mhz.1973-06-05HR00_evid00107,372,48 | 33,49130,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,373,48 | 51,71114,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00107,374,48 | 58,81281,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,375,49 | 2,4010,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,376,49 | 6,9529,0,0.8,1,1
xa.s12.00.mhz.1973-06-05HR00_evid00108,377,49 | 9,17155,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,378,49 | 10,19278,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,379,49 | 24,35997,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,380,49 | 27,39677,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,381,49 | 28,40237,0,0.8,1,1
xa.s12.00.mhz.1973-06-05HR00_evid00108,382,49 | 33,49130,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,383,49 | 51,71114,0,0.8,1,0
xa.s12.00.mhz.1973-06-05HR00_evid00108,384,49 | 58,81281,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,385,50 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,386,50 | 1,6175,0,0.8,1,1
xa.s12.00.mhz.1973-06-18HR00_evid00109,387,50 | 2,54970,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,388,50 | 3,58268,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,389,50 | 4,59795,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,390,50 | 5,60888,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,391,50 | 6,62896,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,392,50 | 7,64335,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,393,50 | 8,65090,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,394,50 | 9,65279,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,395,50 | 10,66977,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,396,50 | 11,68391,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,397,50 | 12,68730,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,398,50 | 13,71141,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,399,50 | 14,71658,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,400,50 | 15,73050,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,401,50 | 16,74139,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,402,50 | 17,74749,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,403,50 | 18,76149,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,404,50 | 19,76854,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,405,50 | 20,77302,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,406,50 | 21,77888,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,407,50 | 22,81300,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,408,50 | 23,83842,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,409,50 | 24,84305,0,0.8,1,0
xa.s12.00.mhz.1973-06-18HR00_evid00109,410,50 | 25,85122,0,0.8,1,0
xa.s12.00.mhz.1973-06-27HR00_evid00112,411,51 | 0,67033,0,0.8,1,1
xa.s12.00.mhz.1973-07-03HR00_evid00113,412,52 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,413,52 | 1,2684,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,414,52 | 6,11187,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,415,52 | 7,14232,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,416,52 | 9,18343,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,417,52 | 11,22306,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,418,52 | 16,28536,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,419,52 | 17,31273,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,420,52 | 18,33741,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,421,52 | 24,38199,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,422,52 | 25,39834,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,423,52 | 34,51914,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,424,52 | 44,61065,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,425,52 | 50,65693,0,0.8,1,1
xa.s12.00.mhz.1973-07-03HR00_evid00113,426,52 | 52,75200,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,427,52 | 59,80320,0,0.8,1,0
xa.s12.00.mhz.1973-07-03HR00_evid00113,428,52 | 64,83953,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,429,53 | 6,9948,0,0.8,1,1
xa.s12.00.mhz.1973-07-04HR00_evid00114,430,53 | 8,18790,0,0.8,1,1
xa.s12.00.mhz.1973-07-04HR00_evid00114,431,53 | 17,32108,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,432,53 | 21,38142,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,433,53 | 33,49764,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,434,53 | 39,61697,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,435,53 | 44,66897,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,436,53 | 45,68039,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,437,53 | 60,82184,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,438,53 | 61,83288,0,0.8,1,0
xa.s12.00.mhz.1973-07-04HR00_evid00114,439,53 | 62,85024,0,0.8,1,0
xa.s12.00.mhz.1973-07-20HR00_evid00117,440,54 | 0,30137,0,0.8,1,1
xa.s12.00.mhz.1973-07-20HR00_evid00117,441,54 | 1,68541,0,0.8,1,1
xa.s12.00.mhz.1973-07-28HR00_evid00120,442,55 | 0,2966,0,0.8,1,1
xa.s12.00.mhz.1973-07-28HR00_evid00120,443,55 | 1,13548,0,0.8,1,0
xa.s12.00.mhz.1973-07-28HR00_evid00120,444,55 | 2,45401,0,0.8,1,0
xa.s12.00.mhz.1973-07-28HR00_evid00120,445,55 | 3,76792,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,446,56 | 0,906,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,447,56 | 2,2044,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,448,56 | 3,3148,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,449,56 | 35,28286,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,450,56 | 39,32264,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,451,56 | 49,40116,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,452,56 | 60,55035,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,453,56 | 63,61016,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,454,56 | 65,66472,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,455,56 | 68,70931,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,456,56 | 70,73159,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,457,56 | 76,78268,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,458,56 | 77,78813,0,0.8,1,0
xa.s12.00.mhz.1973-07-29HR00_evid00121,459,56 | 85,83830,0,0.8,1,1
xa.s12.00.mhz.1973-07-29HR00_evid00121,460,56 | 86,84658,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,461,57 | 0,3708,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,462,57 | 1,13215,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,463,57 | 2,14425,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,464,57 | 3,16209,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,465,57 | 4,37480,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,466,57 | 5,44350,0,0.8,1,1
xa.s12.00.mhz.1973-08-21HR00_evid00127,467,57 | 6,67616,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,468,57 | 7,72334,0,0.8,1,0
xa.s12.00.mhz.1973-08-21HR00_evid00127,469,57 | 8,72552,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,470,58 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,471,58 | 1,38839,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,472,58 | 2,39171,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,473,58 | 3,41270,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,474,58 | 4,42200,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,475,58 | 5,42647,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,476,58 | 6,45983,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,477,58 | 7,46878,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,478,58 | 8,49880,0,0.8,1,0
xa.s12.00.mhz.1974-01-10HR00_evid00136,479,58 | 9,84201,0,0.8,1,1
xa.s12.00.mhz.1974-02-07HR00_evid00137,480,59 | 0,5979,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,481,59 | 1,7624,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,482,59 | 2,8047,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,483,59 | 3,9732,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,484,59 | 4,10595,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,485,59 | 5,12474,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,486,59 | 6,13875,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,487,59 | 7,14265,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,488,59 | 8,16111,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,489,59 | 9,22853,0,0.8,1,1
xa.s12.00.mhz.1974-02-07HR00_evid00137,490,59 | 10,36492,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,491,59 | 11,38328,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,492,59 | 12,40280,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,493,59 | 13,42771,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,494,59 | 14,44145,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,495,59 | 15,51599,0,0.8,1,0
xa.s12.00.mhz.1974-02-07HR00_evid00137,496,59 | 16,53493,0,0.8,1,0
xa.s12.00.mhz.1974-02-12HR00_evid00138,497,60 | 0,932,0,0.8,1,0
xa.s12.00.mhz.1974-02-12HR00_evid00138,498,60 | 1,2143,0,0.8,1,0
xa.s12.00.mhz.1974-02-12HR00_evid00138,499,60 | 2,7437,0,0.8,1,0
xa.s12.00.mhz.1974-02-12HR00_evid00138,500,60 | 3,81002,0,0.8,1,1
xa.s12.00.mhz.1974-03-25HR00_evid00140,501,61 | 0,2667,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,502,61 | 1,4936,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,503,61 | 2,5524,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,504,61 | 3,9977,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,505,61 | 4,12745,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,506,61 | 5,14708,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,507,61 | 6,16068,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,508,61 | 7,20673,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,509,61 | 8,27440,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,510,61 | 9,30401,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,511,61 | 10,36443,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,512,61 | 11,36872,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,513,61 | 12,39760,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,514,61 | 13,43136,0,0.8,1,1
xa.s12.00.mhz.1974-03-25HR00_evid00140,515,61 | 14,47243,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,516,61 | 15,48921,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,517,61 | 16,50042,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,518,61 | 17,51499,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,519,61 | 18,52374,0,0.8,1,1
xa.s12.00.mhz.1974-03-25HR00_evid00140,520,61 | 19,56751,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,521,61 | 20,58498,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,522,61 | 21,59039,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,523,61 | 22,61100,0,0.8,1,1
xa.s12.00.mhz.1974-03-25HR00_evid00140,524,61 | 23,73687,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,525,61 | 24,79861,0,0.8,1,0
xa.s12.00.mhz.1974-03-25HR00_evid00140,526,61 | 25,81778,0,0.8,1,0
xa.s12.00.mhz.1974-04-08HR00_evid00141,527,62 | 0,969,0,0.8,1,0
xa.s12.00.mhz.1974-04-08HR00_evid00141,528,62 | 1,28889,0,0.8,1,0
xa.s12.00.mhz.1974-04-08HR00_evid00141,529,62 | 2,31127,0,0.8,1,1
xa.s12.00.mhz.1974-04-19HR00_evid00142,530,63 | 0,1213,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,531,63 | 7,20586,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,532,63 | 24,37229,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,533,63 | 25,37746,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,534,63 | 26,39413,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,535,63 | 29,41636,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,536,63 | 33,44974,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,537,63 | 40,49294,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,538,63 | 41,56257,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,539,63 | 42,58799,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,540,63 | 43,59381,0,0.8,1,0
xa.s12.00.mhz.1974-04-19HR00_evid00142,541,63 | 46,66589,0,0.8,1,1
xa.s12.00.mhz.1974-04-19HR00_evid00142,542,63 | 58,84361,0,0.8,1,0
xa.s12.00.mhz.1974-04-26HR00_evid00144,543,64 | 0,33533,0,0.3,0.5,1
xa.s12.00.mhz.1974-04-27HR00_evid00145,544,65 | 0,1003,0,0.8,1,0
xa.s12.00.mhz.1974-04-27HR00_evid00145,545,65 | 1,51686,0,0.8,1,1
xa.s12.00.mhz.1974-06-25HR00_evid00149,546,66 | 0,900,0,0.7,0.9,0
xa.s12.00.mhz.1974-06-25HR00_evid00149,547,66 | 1,1380,0,0.7,0.9,1
xa.s12.00.mhz.1974-07-06HR00_evid00150,548,67 | 0,2975,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00150,549,67 | 1,10604,0,0.8,1,1
xa.s12.00.mhz.1974-07-06HR00_evid00150,550,67 | 2,20214,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00150,551,67 | 3,26328,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00150,552,67 | 4,43207,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00150,553,67 | 5,45843,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00150,554,67 | 6,51512,0,0.8,1,1
xa.s12.00.mhz.1974-07-06HR00_evid00151,555,68 | 0,2975,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00151,556,68 | 1,10604,0,0.8,1,1
xa.s12.00.mhz.1974-07-06HR00_evid00151,557,68 | 2,20214,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00151,558,68 | 3,26328,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00151,559,68 | 4,43207,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00151,560,68 | 5,45843,0,0.8,1,0
xa.s12.00.mhz.1974-07-06HR00_evid00151,561,68 | 6,51512,0,0.8,1,1
xa.s12.00.mhz.1974-07-11HR00_evid00152,562,69 | 0,3098,0,0.8,1,1
xa.s12.00.mhz.1974-07-11HR00_evid00152,563,69 | 1,20169,0,0.8,1,0
xa.s12.00.mhz.1974-07-17HR00_evid00153,564,70 | 0,43728,0,0.8,1,1
xa.s12.00.mhz.1974-07-17HR00_evid00153,565,70 | 1,47795,0,0.8,1,0
xa.s12.00.mhz.1974-10-14HR00_evid00156,566,71 | 0,63777,0,0.8,1,1
xa.s12.00.mhz.1975-04-12HR00_evid00191,567,72 | 0,65762,0,0.8,1,1
xa.s12.00.mhz.1975-05-04HR00_evid00192,568,73 | 0,36243,0,0.8,1,1
xa.s12.00.mhz.1975-06-24HR00_evid00196,569,74 | 0,7956,0,0.8,1,0
xa.s12.00.mhz.1975-06-24HR00_evid00196,570,74 | 1,57742,0,0.8,1,1
xa.s12.00.mhz.1975-06-24HR00_evid00196,571,74 | 2,65757,0,0.8,1,1
xa.s12.00.mhz.1975-06-26HR00_evid00198,572,75 | 0,5445,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,573,75 | 1,10240,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,574,75 | 2,11001,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,575,75 | 3,12243,0,0.7,0.9,1
xa.s12.00.mhz.1975-06-26HR00_evid00198,576,75 | 4,22645,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,577,75 | 5,48889,0,0.7,0.9,0
xa.s12.00.mhz.1975-06-26HR00_evid00198,578,75 | 6,64145,0,0.7,0.9,0
