filename,Event Number,events_in_day(day|event),time_rel(sec),time_abs(sec),Filter_low_freq_point,Filter_high_freq_point,label
xa.s12.00.mhz.1972-02-21HR00_evid00190,286,33 | 66,52536,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,287,33 | 69,55369,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,288,33 | 71,57066,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,289,33 | 74,63282,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,290,33 | 80,73017,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,291,33 | 81,73569,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,292,33 | 82,74734,0,0.8,1,0
xa.s12.00.mhz.1972-02-21HR00_evid00190,293,33 | 83,75336,0,0.8,1,1
xa.s12.00.mhz.1972-02-21HR00_evid00190,294,33 | 87,84966,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,295,34 | 0,946,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,296,34 | 1,12833,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,297,34 | 2,17550,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,298,34 | 3,45594,0,0.8,1,1
xa.s12.00.mhz.1972-02-28HR00_evid00192,299,34 | 4,52991,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,300,34 | 5,54534,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,301,34 | 6,56267,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,302,34 | 7,57721,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,303,34 | 8,58186,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,304,34 | 9,62430,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,305,34 | 10,65074,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,306,34 | 11,79249,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,307,34 | 12,80633,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,308,34 | 13,81093,0,0.8,1,0
xa.s12.00.mhz.1972-02-28HR00_evid00192,309,34 | 14,84025,0,0.8,1,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,310,35 | 0,1746,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,311,35 | 8,14110,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,312,35 | 9,16207,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,313,35 | 16,30162,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,314,35 | 19,41742,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,315,35 | 25,62116,0,0.3,0.5,1
xa.s12.00.mhz.1972-05-15HR00_evid00223,316,35 | 26,67774,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-15HR00_evid00223,317,35 | 27,73060,0,0.3,0.5,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,318,36 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,319,36 | 3,4865,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,320,36 | 4,6651,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,321,36 | 5,7742,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,322,36 | 6,8270,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,323,36 | 7,10619,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,324,36 | 10,12305,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,325,36 | 11,13430,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,326,36 | 16,17417,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,327,36 | 19,20237,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,328,36 | 24,24817,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,329,36 | 26,29361,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,330,36 | 28,30488,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,331,36 | 31,35044,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,332,36 | 32,36188,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,333,36 | 37,40156,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,334,36 | 44,45301,0,0.8,1,1
xa.s12.00.mhz.1972-05-19HR00_evid00228,335,36 | 45,49302,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,336,36 | 51,56676,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,337,36 | 54,58372,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,338,36 | 56,61195,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,339,36 | 60,65180,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,340,36 | 61,66332,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,341,36 | 63,72619,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,342,36 | 69,76001,0,0.8,1,0
xa.s12.00.mhz.1972-05-19HR00_evid00228,343,36 | 71,78792,0,0.8,1,0
xa.s12.00.mhz.1972-11-14HR00_evid00331,344,37 | 0,69821,0,0.8,1,1
xa.s12.00.mhz.1972-11-19HR00_evid00335,345,38 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,346,38 | 1,9256,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,347,38 | 3,11650,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,348,38 | 5,13652,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,349,38 | 6,13975,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,350,38 | 7,15281,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,351,38 | 8,42811,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,352,38 | 9,46373,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,353,38 | 13,50659,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,354,38 | 15,54094,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,355,38 | 21,61069,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,356,38 | 24,64828,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,357,38 | 26,66256,0,0.8,1,1
xa.s12.00.mhz.1972-11-19HR00_evid00335,358,38 | 28,75653,0,0.8,1,0
xa.s12.00.mhz.1972-11-19HR00_evid00335,359,38 | 29,81569,0,0.8,1,0
xa.s12.00.mhz.1972-12-02HR00_evid00341,360,39 | 0,1011,0,0.8,1,0
xa.s12.00.mhz.1972-12-02HR00_evid00341,361,39 | 1,1589,0,0.8,1,0
xa.s12.00.mhz.1972-12-02HR00_evid00341,362,39 | 2,28934,0,0.8,1,1
xa.s12.00.mhz.1972-12-02HR00_evid00341,363,39 | 3,78722,0,0.8,1,1
xa.s12.00.mhz.1972-12-06HR00_evid00342,364,40 | 0,909,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,365,40 | 16,42829,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,366,40 | 17,45681,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,367,40 | 18,51016,0,0.7,0.9,1
xa.s12.00.mhz.1972-12-06HR00_evid00342,368,40 | 19,62082,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,369,40 | 20,64488,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,370,40 | 22,68307,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-06HR00_evid00342,371,40 | 34,82848,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,372,41 | 0,7656,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,373,41 | 1,8189,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,374,41 | 2,22341,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,375,41 | 3,24858,0,0.7,0.9,1
xa.s12.00.mhz.1972-12-15HR00_evid00349,376,41 | 4,51981,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,377,41 | 5,57875,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,378,41 | 6,74152,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,379,41 | 7,80612,0,0.7,0.9,0
xa.s12.00.mhz.1972-12-15HR00_evid00349,380,41 | 8,83047,0,0.7,0.9,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,381,42 | 0,900,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,382,42 | 1,1929,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,383,42 | 2,2357,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,384,42 | 3,7026,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,385,42 | 4,7276,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,386,42 | 5,8287,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,387,42 | 6,11187,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,388,42 | 7,40573,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,389,42 | 8,40952,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,390,42 | 9,43247,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,391,42 | 10,44845,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,392,42 | 11,46500,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,393,42 | 12,50195,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,394,42 | 13,50755,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,395,42 | 14,57846,0,0.3,0.5,0
xa.s12.00.mhz.1973-03-12HR00_evid00384,396,42 | 15,74590,0,0.3,0.5,1
xa.s12.00.mhz.1973-04-23HR00_evid00399,397,43 | 0,50219,0,0.3,0.5,1
xa.s12.00.mhz.1973-08-08HR00_evid00437,398,44 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1973-08-08HR00_evid00437,399,44 | 1,40459,0,0.8,1,0
xa.s12.00.mhz.1973-08-08HR00_evid00437,400,44 | 2,47326,0,0.8,1,0
xa.s12.00.mhz.1973-08-08HR00_evid00437,401,44 | 3,59992,0,0.8,1,0
xa.s12.00.mhz.1973-08-08HR00_evid00437,402,44 | 4,62401,0,0.8,1,1
xa.s12.00.mhz.1973-10-03HR03_evid00461,403,45 | 0,957,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,404,45 | 5,6024,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,405,45 | 6,6645,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,406,45 | 9,8859,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,407,45 | 10,10005,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,408,45 | 17,16188,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,409,45 | 22,21326,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,410,45 | 23,23012,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,411,45 | 24,24163,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,412,45 | 27,26969,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,413,45 | 31,36054,0,0.8,1,0
xa.s12.00.mhz.1973-10-03HR03_evid00461,414,45 | 33,59658,0,0.8,1,1
xa.s12.00.mhz.1973-10-03HR03_evid00461,415,45 | 35,69858,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,416,46 | 0,1022,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,417,46 | 3,2626,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,418,46 | 8,7152,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,419,46 | 11,9790,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,420,46 | 12,11090,0,0.8,1,1
xa.s12.00.mhz.1973-10-10HR00_evid00463,421,46 | 13,33007,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,422,46 | 15,47330,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,423,46 | 16,48786,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,424,46 | 18,51363,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,425,46 | 20,53177,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,426,46 | 21,53633,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,427,46 | 22,55792,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,428,46 | 23,57592,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,429,46 | 26,61186,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,430,46 | 30,65249,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,431,46 | 37,70797,0,0.8,1,0
xa.s12.00.mhz.1973-10-10HR00_evid00463,432,46 | 45,83514,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,433,47 | 0,969,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,434,47 | 1,1514,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,435,47 | 5,4367,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,436,47 | 8,7633,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,437,47 | 10,9280,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,438,47 | 29,27552,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,439,47 | 32,30945,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,440,47 | 38,37594,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,441,47 | 43,42661,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,442,47 | 47,45995,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,443,47 | 49,49317,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,444,47 | 50,50082,0,0.8,1,1
xa.s12.00.mhz.1973-11-22HR00_evid00475,445,47 | 57,63198,0,0.8,1,0
xa.s12.00.mhz.1973-11-22HR00_evid00475,446,47 | 60,65981,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,447,48 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,448,48 | 1,9231,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,449,48 | 2,10692,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,450,48 | 3,27258,0,0.8,1,1
xa.s12.00.mhz.1974-03-14HR00_evid00506,451,48 | 4,35467,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,452,48 | 5,36158,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,453,48 | 6,37038,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,454,48 | 7,37659,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,455,48 | 8,58390,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,456,48 | 9,58927,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,457,48 | 10,59401,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,458,48 | 11,73163,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,459,48 | 12,74858,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,460,48 | 13,75129,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,461,48 | 14,76178,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,462,48 | 15,76609,0,0.8,1,0
xa.s12.00.mhz.1974-03-14HR00_evid00506,463,48 | 16,77296,0,0.8,1,0
xa.s12.00.mhz.1974-03-30HR00_evid00512,464,49 | 0,50663,0,0.3,0.5,0
xa.s12.00.mhz.1974-03-30HR00_evid00512,465,49 | 1,51394,0,0.3,0.5,0
xa.s12.00.mhz.1974-03-30HR00_evid00512,466,49 | 2,71162,0,0.3,0.5,1
xa.s12.00.mhz.1974-05-09HR00_evid00522,467,50 | 0,908,0,0.7,0.9,0
xa.s12.00.mhz.1974-05-09HR00_evid00522,468,50 | 1,48692,0,0.7,0.9,1
xa.s12.00.mhz.1974-06-30HR00_evid00543,469,51 | 0,63828,0,0.8,1,1
xa.s12.00.mhz.1974-07-25HR05_evid00553,470,52 | 0,930,0,0.8,1,0
xa.s12.00.mhz.1974-07-25HR05_evid00553,471,52 | 1,1574,0,0.8,1,0
xa.s12.00.mhz.1974-07-25HR05_evid00553,472,52 | 2,33080,0,0.8,1,1
xa.s12.00.mhz.1974-10-02HR00_evid00572,473,53 | 0,48565,0,0.8,1,1
xa.s12.00.mhz.1975-04-21HR00_evid00638,474,54 | 0,7364,0,0.8,1,1
xa.s12.00.mhz.1975-04-21HR00_evid00638,475,54 | 1,16140,0,0.8,1,0
xa.s12.00.mhz.1975-04-21HR00_evid00638,476,54 | 2,23933,0,0.8,1,0
xa.s12.00.mhz.1975-04-21HR00_evid00638,477,54 | 3,30749,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,478,55 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,479,55 | 1,26417,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,480,55 | 2,26900,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,481,55 | 3,27546,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,482,55 | 4,29849,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,483,55 | 5,32142,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,484,55 | 6,52828,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,485,55 | 7,57038,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,486,55 | 8,68770,0,0.8,1,0
xa.s12.00.mhz.1975-05-16HR00_evid00651,487,55 | 9,80120,0,0.8,1,1
xa.s12.00.mhz.1975-05-20HR00_evid00652,488,56 | 0,42376,0,0.3,0.5,0
xa.s12.00.mhz.1975-05-20HR00_evid00652,489,56 | 1,46634,0,0.3,0.5,0
xa.s12.00.mhz.1975-05-20HR00_evid00652,490,56 | 2,54354,0,0.3,0.5,0
xa.s12.00.mhz.1975-05-20HR00_evid00652,491,56 | 3,60785,0,0.3,0.5,0
xa.s12.00.mhz.1975-05-20HR00_evid00652,492,56 | 4,63007,0,0.3,0.5,1
xa.s12.00.mhz.1975-06-15HR00_evid00660,493,57 | 0,928,0,0.8,1,0
xa.s12.00.mhz.1975-06-15HR00_evid00660,494,57 | 13,14053,0,0.8,1,1
xa.s12.00.mhz.1975-06-15HR00_evid00660,495,57 | 18,26427,0,0.8,1,0
xa.s12.00.mhz.1975-06-15HR00_evid00660,496,57 | 31,67803,0,0.8,1,0
xa.s12.00.mhz.1975-06-15HR00_evid00660,497,57 | 33,71155,0,0.8,1,0
xa.s12.00.mhz.1975-06-15HR00_evid00660,498,57 | 35,73900,0,0.8,1,0
xa.s12.00.mhz.1975-06-15HR00_evid00660,499,57 | 43,84334,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,500,58 | 3,9356,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,501,58 | 6,15771,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,502,58 | 10,30583,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,503,58 | 11,31115,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,504,58 | 15,36734,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,505,58 | 20,44081,0,0.8,1,1
xa.s12.00.mhz.1975-06-17HR00_evid00662,506,58 | 26,62948,0,0.8,1,1
xa.s12.00.mhz.1975-06-17HR00_evid00662,507,58 | 28,70959,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,508,58 | 29,72568,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,509,58 | 30,73707,0,0.8,1,0
xa.s12.00.mhz.1975-06-17HR00_evid00662,510,58 | 31,81028,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,511,59 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,512,59 | 1,11556,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,513,59 | 2,12061,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,514,59 | 3,12853,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,515,59 | 4,13220,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,516,59 | 5,13461,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,517,59 | 6,14486,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,518,59 | 7,15542,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,519,59 | 8,28724,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,520,59 | 9,29991,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,521,59 | 10,31198,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,522,59 | 11,32377,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,523,59 | 12,32895,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,524,59 | 13,33403,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,525,59 | 14,33934,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,526,59 | 15,45792,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,527,59 | 16,47729,0,0.8,1,1
xa.s12.00.mhz.1977-04-11HR00_evid00915,528,59 | 17,70199,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,529,59 | 18,70636,0,0.8,1,0
xa.s12.00.mhz.1977-04-11HR00_evid00915,530,59 | 19,75842,0,0.8,1,0
xa.s12.00.mhz.1977-04-24HR00_evid00923,531,60 | 0,927,0,0.8,1,0
xa.s12.00.mhz.1977-04-24HR00_evid00923,532,60 | 1,41620,0,0.8,1,0
xa.s12.00.mhz.1977-04-24HR00_evid00923,533,60 | 2,58523,0,0.8,1,1
xa.s12.00.mhz.1977-04-26HR00_evid00924,534,61 | 0,5966,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,535,61 | 1,6348,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,536,61 | 2,12604,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,537,61 | 3,13629,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,538,61 | 4,17035,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,539,61 | 5,18615,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,540,61 | 6,22594,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,541,61 | 7,23981,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,542,61 | 8,24350,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,543,61 | 9,25783,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,544,61 | 10,36784,0,0.7,0.9,1
xa.s12.00.mhz.1977-04-26HR00_evid00924,545,61 | 11,41416,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,546,61 | 12,41711,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,547,61 | 13,43321,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,548,61 | 14,44821,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,549,61 | 15,45996,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,550,61 | 16,46877,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,551,61 | 17,48449,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,552,61 | 18,51043,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,553,61 | 19,51642,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,554,61 | 20,57631,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,555,61 | 21,59703,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,556,61 | 22,61842,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,557,61 | 23,62354,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,558,61 | 24,62939,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,559,61 | 25,74230,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,560,61 | 26,75473,0,0.7,0.9,0
xa.s12.00.mhz.1977-04-26HR00_evid00924,561,61 | 27,84865,0,0.7,0.9,0
xa.s12.00.mhz.1977-07-19HR00_evid00991,562,62 | 0,900,0,0.8,1,0
xa.s12.00.mhz.1977-07-19HR00_evid00991,563,62 | 1,31320,0,0.8,1,0
xa.s12.00.mhz.1977-07-19HR00_evid00991,564,62 | 2,74565,0,0.8,1,1
xa.s12.00.mhz.1977-09-13HR00_evid01012,565,63 | 0,73968,0,0.8,1,1
